brand,name,rating,ingredients,link
CeraVe,SA-Renewing-Lotion,4.3,"Aqua / Water / Eau, Glycerin, Paraffinum Liquidum / Mineral Oil / Huile Minerale, Triethanolamine, Salicylic Acid, Glyceryl Stearate, Ammonium Lactate, Peg-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Zea Mays Oil / Corn Oil, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Behentrimonium Methosulfate, , Dimethicone, Methylparaben, Sodium Lauroyl Lactylate, Cholecalciferol, Cholesterol, Disodium Edta, Propylparaben, Hydrolyzed Hyaluronic Acid, Phytosphingosine, Xanthan Gum  ",https://www.makeupalley.com/product/showreview.asp/ItemId=149712/SA-Renewing-Lotion/CeraVe/Moisturizers
Dr.-Jart+,Ceramidin-Cream,4.2,"Water, Glycerin, Alcohol Denat., Dimethicone, Isononyl Isononanote, Ascorbyl Glucoside, Biosaccharide Gum-1, Caprylyl Glycol, Carbomer, Chlorphenesin, CI 14700/Red 4, Dimethiconol, Menthoxypropandediol, Nymphaea Alba Extract/Nymphaea Alba Flower Extract, Panthenol, Pyrus Malus Water(apple fruit water), Sodium Hydroxide, Sodium Palmitoyl Proline, Tetrasodium EDTA, Tocopheryl Acetate, Xanthan Gum, Fragrance",https://www.makeupalley.com/product/showreview.asp/ItemId=167799/Ceramidin-Cream/Dr.-Jart+/Moisturizers
Sukin,Sensitive-Facial-Moisturiser,4.2," Aqua, Aloe Barbadensis Leaf Juice, Sesamum Indicum (Sesame) Seed Oil, Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Ceteareth-20,  Rosa Canina Fruit Oil (Rose Hip), Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Triticum Vulgare (Wheat) Germ Oil, Tocopherol (Vitamin E), Cucumis Sativus (Cucumber) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Phenoxyethanol, Benzyl Alcohol, Vanillin, Vanilla Planifolia Extract.",https://www.makeupalley.com/product/showreview.asp/ItemId=158704/Sensitive-Facial-Moisturiser/Sukin/Moisturizers
Dr.-Hauschka,Rose-Day-Cream,3.9,"Water, Peanut Oil, Althaea Officinalis Root Extract, Beeswax, Hypericum Perforatum Flower/Leaf/Stem Extract, Shea Butter, Avocado Oil, Sucrose Distearate, Olive Oil , Fragrance, Citronellol*, Geraniol*, Linalool*, Limonene*, Citral*, Farnesol*, Benzyl Alcohol*, Eugenol*, Rosa Damascena Flower Extract, Rosa Canina Fruit Extract, Rosa Damascena Flower Wax, Lanolin, Lecithin *Component of natural essential oils",https://www.makeupalley.com/product/showreview.asp/ItemId=1025/Rose-Day-Cream/Dr.-Hauschka/Moisturizers
Garnier,Moisture-Rescue-Refreshing-Gel-Cream---Dry-Skin,3.6,WATER\AQUA\EAU [] CYCLOPENTASILOXANE [] BIS-DIGLYCERYL POLYACYLADIPATE-2 [] BUTYLENE GLYCOL [] PPG-2 MYRISTYL ETHER PROPIONATE [] CETYL ALCOHOL [] PEG-40 STEARATE [] BUTYROSPERMUM PARKII (SHEA BUTTER) [] SQUALANE [] GLYCERYL STEARATE [] SORBITAN STEARATE [] EPILOBIUM ANGUSTIFOLIUM EXTRACT [] YEAST EXTRACT\FAEX\EXTRAIT DE LEVURE [] DAUCUS CAROTA SATIVA (CARROT) ROOT [] RETINYL PALMITATE [] BETA-CAROTENE [] SODIUM HYALURONATE [] CITRUS GRANDIS (GRAPEFRUIT) PEEL OIL [] TOCOPHERYL ACETATE [] METHYL GLUCOSE SESQUISTEARATE [] PELARGONIUM GRAVEOLENS (GERANIUM) FLOWER OIL [] DIMETHICONE CROSSPOLYMER [] ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER [] CARBOMER [] PEG-20 METHYL GLUCOSE SESQUISTEARATE [] C12-15 ALKYL ETHYLHEXANOATE [] TETRASODIUM EDTA [] SODIUM HYDROXIDE [] MAGNESIUM ASCORBYL PHOSPHATE [] LIMONENE [] CITRAL [] CITRONELLOL [] GERANIOL [] LINALOOL [] CHLORPHENESIN [] PHENOXYETHANOL <ILN37362> ,https://www.makeupalley.com/product/showreview.asp/ItemId=154432/Moisture-Rescue-Refreshing-Gel-Cream---Dry-Skin/Garnier/Moisturizers
Bobbi-Brown,Vitamin-Enriched-Face-Base,4.0,"Active Ingredients:Homosalate 10, Meradimate 5, Octinoxate 5, Octocrylene 2, Zinc Oxide 6.3Inactive Ingredients: Water, Niacinamide, Cetearyl Alcohol, Glycerin, Dimethicone, Behentrimonium Methosulfate, Ceramide 3, Ceramide 6-II, Ceramide 1, Hyaluronic Acid, Sodium Hydroxide, Aluminum Starch Octenylsuccinate, Hydroxyethylcellulose, Methylparaben, Disodium EDTA, Propylparaben, Sodium Lauroyl Lactylate, Phytosphingosine, Cholesterol, Carbomer, Xanthan Gum",https://www.makeupalley.com/product/showreview.asp/ItemId=55454/Vitamin-Enriched-Face-Base/Bobbi-Brown/Moisturizers
CeraVe,Facial-Moisturizing-Lotion---AM-SPF-30,3.1,"Snail Secretion Filtrate, Betaine, Caprylic/Capric Triglyceride, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate, Cetearyl Alcohol, Stearic acid, Arginine, Dimethicone, Carbomer, Panthenol, Allantoin, Sodium Polyacrylate, Xanthan Gum, Ethyl Hexanediol, Adenosine, Phenoxyethanol.",https://www.makeupalley.com/product/showreview.asp/ItemId=133879/Facial-Moisturizing-Lotion---AM-SPF-30/CeraVe/Moisturizers
Drunk-Elephant,Lala-Retro-Whipped-Cream,3.1,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja (Soybean) Meal/Malt Extract/Yeast Extract Ferment Filtrate, Stearic Acid, Glyceryl Stearate SE, Cetearyl Alcohol, Plantago Lanceolata Leaf Extract, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Sclerocarya Birrea Seed Oil, Polyglyceryl-6 Ximenia Americana Seedate, Pentylene Glycol, Sodium Hyaluronate Crosspolymer, Ceteareth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Citric Acid, Carbomer, Xanthan Gum, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol.",https://www.makeupalley.com/product/showreview.asp/ItemId=190456/Lala-Retro-Whipped-Cream/Drunk-Elephant/Moisturizers
CHANEL,La-Solution-10-de-Chanel,3.9,"Water/Aqua, Squalane, Lauroyl Lysine, Glycerin, Camellia Sinensis Leaf Extract, Butyrospermum Parkii (Shea) Butter Extract, Sodium Polyacrylate, Steareth-21, Caprylyl Glycol, Phenoxyethanol",https://www.makeupalley.com/product/showreview.asp/ItemId=183254/La-Solution-10-de-Chanel/CHANEL/Moisturizers
Estee-Lauder,Estee-Lauder-Revitalizing-Supreme-+-Global-Anti-aging-Cell-Power-Creme,3.3,Water\Aqua\Eau; Dimethicone; Glycerin; Isohexadecane; Butylene Glycol; Bis-Peg-18 Methyl Ether Dimethyl Silane; Peg-10 Dimethicone; Disteardimonium Hectorite; Pentylene Glycol; Cucumis Sativus (Cucumber) Fruit Extract; Narcissus Tazetta Bulb Extract; Magnolia Officinalis Bark Extract; Hordeum Vulgare (Barley) Extract\Extrait D'Orge; Sigesbeckia Orientalis (St. Paul'S Wort) Extract; Lens Esculenta (Lentil) Fruit Extract; Pyrus Malus (Apple) Fruit Extract; Whey Protein\Lactis Protein\Proteine Du Petit-Lait; Citrullus Vulgaris (Watermelon) Fruit Extract; Moringa Oleifera Seed Extract; Laminaria Digitata Extract; Triticum Vulgare (Wheat) Germ Extract; Opuntia Tuna Extract; Acetyl Hexapeptide-8; Sorbitol; Helianthus Annuus (Sunflower) Seedcake; Caffeine; Algae Extract; Sodium Hyaluronate; Sodium Lactate; Squalane; Polysilicone-11; Isododecane; Tocopheryl Acetate; Sucrose; Acetyl Glucosamine; Polyethylene; Propylene Carbonate; Citric Acid; Peg-32; Propylene Glycol Dicaprate; Peg-6; Isoceteth-20; Sodium Dehydroacetate; Aminopropyl Ascorbyl Phosphate; Fragrance (Parfum); Sodium Pca; Sodium Citrate; Disodium Edta; Bht; Phenoxyethanol; Iron Oxides (Ci 77491) <ILN42592>,https://www.makeupalley.com/product/showreview.asp/ItemId=198001/Estee-Lauder-Revitalizing-Supreme-+-Global-Anti-aging-Cell-Power-Creme/Estee-Lauder/Moisturizers
Olay,Regenerist-Whip,3.2,"Water, Tapioca Starch, Glycerin, Niacinamide*, Dimethicone, Panthenol**, Tocopheryl Acetate***, Sodium Ascorbyl Phosphate^, Camellia Sinensis Leaf Extract^^, Sodium Polyacrylate Starch, Stearyl Alcohol, Caprylyl Glycol, Behenyl Alcohol, 1,2-Hexanediol, Phenoxyethanol, Cetyl Alcohol, Dimethiconol, PEG-100 Stearate, Fragrance, Polymethylsilsesquioxane, Cetearyl Glucoside, Cetearyl Alcohol, BHT, Disodium EDTA, Stearic Acid, Palmitic Acid.*Vitamin B3, **Pro-Vitamin B5, ***Vitamin E, ^Vitamin C, ^^Green Tea.",https://www.makeupalley.com/product/showreview.asp/ItemId=198890/Regenerist-Whip/Olay/Moisturizers
COSRX,Advanced-Snail-92-All-in-One-Cream,4.1,"Snail Secretion Filtrate, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate, Niacinamide, Stearic Acid, Behenyl Alcohol, Phytosqualene, Human Ogliopeptide-1, Bee Venom, Arbutin, Adenosine, Helianthus Annus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Argania Spinosa Kernal Oil, Glyceryl Stearate, Arginine, Carbomer, Urea, Tocopher Leaf Extract, Salix Alba (Willow Bark) Extract, Ulmus Campestris (Elm) Extract, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pilsatilla Koreana Extract, Usnea Barbata (Lichen) Extract",https://www.makeupalley.com/product/showreview.asp/ItemId=188913/Advanced-Snail-92-All-in-One-Cream/COSRX/Moisturizers
Benton,Snail-Bee-High-Content-Steam-Cream,3.8,"Active Ingredients: Salicylic Acid (0.5%)  Inactive Ingredients: Water, Dicaprylyl Ether, Glycerin, Dimethicone, Neopentyl Glycol Diethylhexanoate, Neopentyl Glycol Diisostearate, Aluminum Starch Octenylsuccinate, Methyl Gluceth 20, Dicetyl Phosphate, Ceteth 10 Phosphate, Cetearyl Alcohol, Menthyl Lactate, Steareth 20, Steareth 2, Fragrance, Xanthan Gum, Lecithin, Disodium EDTA, Sodium Hydroxide, Magnesium Aluminum Silicate, BHT",https://www.makeupalley.com/product/showreview.asp/ItemId=170151/Snail-Bee-High-Content-Steam-Cream/Benton/Moisturizers
LANEIGE,Water-Bank-Moisture-Cream,2.6,"Water, Butylene Glycol, Dimethicone, Glycerin, Propanediol, Squalane, Hydrogenated C6-14 Olefin Polymers, Octyldodecyl Myristate, Limnanthes Alba (Meadowfoam) Seed Oil, Cyclopentasiloxane, Glyceryl Stearate, Polyglyceryl-3 Methylglucose Distearate, Cetearyl Alcohol, Cyclohexasiloxane, Beta-Glucan, Mangifera Indica (Mango) Seed Oil, Citrulline, Alanine, Arginine, Glycogen, Glutamic Acid, Glyceryl Oleate, Lysine HCl, Salicornia Herbacea Extract, Threonine, Trehalose, Magnesium Sulfate, Manganese Sulfate, Zinc Sulfate, Mannitol, Vitis Vinifera (Grape) Seed Oil, Behenyl Alcohol, Serine, Sucrose, Sucrose Stearate, Stearic Acid, Stearyl Behenate, Ethylhexylglycerin, Inulin Lauryl Carbamate, Calcium Citrate, Cocamide Mipa, Polysorbate 20, Polysilicone-11, Polyacrylate-13, Polyisobutene, PCA, PEG-100 Stearate, PEG-15 Pentaerythrityl Tetra (Laureth-6 Carboxylate), PEG-40 Stearate Hydroxypropyl Bispalmitamide MEA, Histidine HCl, Phenoxyethanol, Disodium EDTA, Fragrance.",https://www.makeupalley.com/product/showreview.asp/ItemId=181919/Water-Bank-Moisture-Cream/LANEIGE/Moisturizers
Clean--Clear,Oil-Free-Dual-Action-Moisturizer,3.7,"Colloidal Oatmeal 0.50%,Water, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride,Glyceryl Stearate, Glyceryl Stearate SE, Cetearyl Alcohol, Caprylyl Glycol, Phenoxyethanol, Shea Butter, Squalane, Allantoin, Sodium Hydroxide, Dimethicone, Xanthan Gum, Disodium EDTA, Chrysanthemum Parthenium (Feverfew) Extract, White Tea Leaf Extract, Butylene Glycol, Licorice Root Extract, Eucalyptus Globulus, Ceramide 3.",https://www.makeupalley.com/product/showreview.asp/ItemId=10553/Oil-Free-Dual-Action-Moisturizer/Clean--Clear/Moisturizers
Olay,Olay-Total-Effects-First-7x-First-Effects-Daily-Moisturiser,4.0,"Water\Aqua\Eau , Mineral Oil\Paraffinum Liquidum\Huile MinÃ©rale , Glycerin , Petrolatum , Stearic Acid , Glyceryl Stearate , Sesamum Indicum (Sesame) Oil , Urea , Lanolin Alcohol , Triethanolamine , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Helianthus Annuus (Sunflower) Seedcake , Propylene Glycol Dicaprate , Sodium Hyaluronate , Butylene Glycol , Pentylene Glycol , Trisodium Edta , Phenoxyethanol , Yellow 6 (Ci 15985) , Yellow 5 (Ci 19140) , Red 33 (Ci 17200)",https://www.makeupalley.com/product/showreview.asp/ItemId=82706/Olay-Total-Effects-First-7x-First-Effects-Daily-Moisturiser/Olay/Moisturizers
CLINIQUE,Dramatically-Different-Moisturizing-Lotion+,3.3,"Seaweed (Algae) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Lime Extract, Microcrystalline Wax, Lanolin Alcohol, Sesame Seed Oil, Ecalyptus Leaf Oil, Magnesium Sulfate, Sesame Seed, Alfalfa Seed Powder, Sunflower Seedcake, Sweet Almond Seed Meal, Sodium Gluconate, Potassium Glyconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Paraffin, Tocopheryl Succinate, Niacin, Beta-Carotene, Decyl Oleate, Aluminum Distearate, Octyldodecanol, Citric Acid, Cyanocobalamin, Magnesium Stearate, Panthenol, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Benzyl Salicylate, Citral, Methylchloroisothiazolinone, Methylisothiazolinone, Alcohol Denat., Fragrance (Parfum)",https://www.makeupalley.com/product/showreview.asp/ItemId=163553/Dramatically-Different-Moisturizing-Lotion+/CLINIQUE/Moisturizers
Lancome,Nutrix,4.9,"2020 EU: Paraffinum, Liquidum / Mineral Oil, Aqua / Water, Lanolin, Ozokerite, Cera Microcristallina / Microcrystalline, Wax, Cera Alba / Beeswax, Paraffin, Lecithin, Hydrogenated Lecithin, Sodium Sulfate, Sodium Hydroxide, Sodium Benzoate, Hydroxycitronellal, Stearic Acid, Phenoxyethanol, Eugenol, Limonene, Linalool, Benzyl Alcohol, Cinnamyl, Alcohol, Benzyl Benzoate, Benzyl, Salicylate, Cholesterol, Isoeugenol, Alpha-Isomethyl Ionone, Geraniol, Methylparaben, Citronellol, Potassium Sorbate, Citral, Aluminum, Stearate, Coumarin, Glycine Soja Protein / Soybean Protein, Amyl Cinnamal, Parfum / Fragrance Ingredients 2020 US: AQUA / WATER • PARAFFINUM LIQUIDUM / MINERAL OIL • PETROLATUM • LANOLIN • OZOKERITE • CERA ALBA / BEESWAX • LECITHIN • HYDROGENATED LECITHIN • SODIUM SULFATE • SODIUM HYDROXIDE • HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE • HYDROXYCITRONELLAL • STEARIC ACID • EUGENOL • LIMONENE • LINALOOL • CINNAMYL ALCOHOL • BENZYL BENZOATE • BENZYL ALCOHOL • BENZYL SALICYLATE • CHOLESTEROL • ISOEUGENOL • ALPHA-ISOMETHYL IONONE • PARFUM / FRAGRANCE • GERANIOL • METHYLPARABEN • CITRONELLOL • CITRAL • ALUMINUM STEARATE • COUMARIN • GLYCINE SOJA / SOYBEAN PROTEIN • AMYL CINNAMAL • (F.I.L B2432/5)-",https://www.makeupalley.com/product/showreview.asp/ItemId=100369/Nutrix/Lancome/Moisturizers
Pacifica,Coconut-Probiotic-Water-Rehab-Cream,4.3,"Aqua (Purified), Aloe Barbadensis Leaf Juice, Caprylic/Capric Triglyceride, Glyceryl Stearate, Octyl Palmitate, Glycerin, Stearic Acid, Cetyl Alcohol, Stearyl Alcohol, Dipalmitoyl Hydroxyproline (Plant Amino Acid Complex), Allantoin, Hyaluronic Acid, Lecithin, Cocos Nucifera (Coconut) Water, Lactococcus Ferment Lysate, Mixed Tocopherols (Vitamin E), Phenoxyethanol, Ethylhexylglycerin.",https://www.makeupalley.com/product/showreview.asp/ItemId=189697/Coconut-Probiotic-Water-Rehab-Cream/Pacifica/Moisturizers
MAC-Cosmetics,Strobe-Cream,4.0,"Spring Water (Aqua), Cyclomethicone, Butylene Glycol, Cetyl Ricinoleate, Dimethicone, Glyceryl Distearate, Glyceryl Stearate SE, Cholesterol, Jojoba Esters, Steareth-10, Cetyl Esters, Cetyl Alcohol, Camellia Sinensis (Green Tea) Extract, Saxifraga Sarmentosa Extract, Morus Nigra (Mulberry) Root Extract, Vitis Vinifera (Grape) Extract, Whey Protein (Lactis Proteinum), Panthenol-Pro-Vitamin B5, Cyanocobalamin Vitamin B12, Tocopheryl Acetate, 7-Dehydrocholesterol Pro-Vitamin D3, Magnesium Ascorbyl Phosphate, Ceramide 2, Scutellaria Baicalensis Extract, Sodium Hyaluronate, Pyrus Malus Extract, Lactic Acid, Sucrose, Linoleic Acid, Xanthan Gum, Polyacrylamide, Laureth-7, Glycerin, C13-14 Isoparaffin, Sodium Sulfite, Fragrance (Parfum), Sodium Citrate, Sodium Metabisulfite, Citric Acid, Propylene Glycol, Disodium EDTA, Phenoxyethanol, Methylparaben, Mica, Titanium Dioxide, Red 4",https://www.makeupalley.com/product/showreview.asp/ItemId=4459/Strobe-Cream/MAC-Cosmetics/Moisturizers
Alba-Botanica,Hawaiian-Refining-Aloe--Green-Tea-Oil-Free-Moisturizer,3.6,"Aqua (Water), Glycerin, Cetearyl Alcohol, Octyl Palmitate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Aloe Barbadensis Leaf Juice (1), Dimethicone, Glyceryl Laurate, Stearic Acid, Camellia Sinensis Leaf Extract (1), Carica Papaya (Papaya) Fruit Extract, Centella Asiatica Extract (1)*, Cucumis Sativus (Cucumber) Fruit Extract (1), Hedychium Coronarium Root Extract, Allantoin, Hyaluronic Acid, Panthenol, Sodium PCA, Tocopherol, Tocopheryl Acetate, Tromethamine, Xanthan Gum, Ethylhexylglycerin, Phenoxyethanol, Alpha-Isomethyl Ionone , Benzyl Benzoate , Limonene, Linalool , Fragrance (Parfum) (1) Certified Organic Ingredient ,* Also known as Gotu Kola Extract (updated: 5/4/2012)",https://www.makeupalley.com/product/showreview.asp/ItemId=56401/Hawaiian-Refining-Aloe--Green-Tea-Oil-Free-Moisturizer/Alba-Botanica/Moisturizers
COSRX,Oil-Free-Ultra-Moisturizing-Lotion,4.3,"Betula Platyphylla Japonica Juice, Butylene Glycol, Glycerin, Dimethicone, Betaine, Cetearyl Alcohol,1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Lactate, Ethylhexylglycerin, Sodium Hyaluronate, Allantoin, Panthenol, Xanthan Gum, Ethyl Hexanediol, Citrus Medica Limonum (Lemon) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil",https://www.makeupalley.com/product/showreview.asp/ItemId=192597/Oil-Free-Ultra-Moisturizing-Lotion/COSRX/Moisturizers
La-Mer,Creme-de-la-Mer-The-Moisturizing-Creme,3.5,"2021 New Ingredients List -  AQUA, GLYCERIN, PETROLATUM, DICAPRYLYL ETHER, DIMETHICONE, GLYCERYL STEARATE, CETYL ALCOHOL, HELIANTHUS ANNUUS SEED OIL, PEG-30 STEARATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BENZYL ALCOHOL, BHT, CARBOMER, DIMETHICONOL, DISODIUM EDTA, PHENOXYETHANOL, PROPYLENE GLYCOL, PRUNUS AMYGDALUS DULCIS OIL, SODIUM HYDROXIDE, TOCOPHEROL, TOCOPHERYL ACETATE.--  ater, Glycerin, Petrolatum, Dicaprylyl Ether, Dimethicone, Glyceryl Stearate, Cetyl Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, PEG-30 Stearate, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dimethiconol, Benzyl Alcohol, Phenoxyethanol, Glyceryl Acrylate/Acrylic Acid Copolymer, Propylene Glycol, Disodium EDTA, Sodium Hydroxide",https://www.makeupalley.com/product/showreview.asp/ItemId=780/Creme-de-la-Mer-The-Moisturizing-Creme/La-Mer/Moisturizers
Cetaphil,Moisturizing-Cream,4.2,"INGREDIENTS: WATER\AQUA\EAU [] BUTYLENE GLYCOL [] DIMETHICON [] CETYL ESTERS [] CAPRYLIC/CAPRIC/MYRISTIC/STEARIC TRIGLYCERIDE [] ETHYLHEXYL PALMITATE [] MYRISTYL MYRISTATE [] ALEURITES MOLUCCANA (KUKUI) SEED OIL [] POLYPERFLUOROMETHYLISOPROPYL ETHER [] ISONONYL ISONONANOATE [] TOCOPHERYL ACETATE [] SODIUM HYALURONATE [] LECITHIN [] SQUALANE [] HYPNEA MUSCIFORMIS (ALGAE) EXTRACT [] GELLIDIELA ACEROSA (ALGAE) EXTRACT [] ALGAE EXTRACT [] COLA NITIDA (KOLA) SEED EXTRACT [] ASTROCARYUM MURUMURU SEED BUTTER [] VITIS VINIFERA (GRAPE) SEED EXTRACT [] ROSMARINUS OFFICINALIS (ROSEMARY) EXTRACT [] SELAGINELLA TAMARISCINA (SPIKE MOSS) EXTRACT [] HORDEUM VULGARE (BARLEY) EXTRACT\EXTRAIT D'ORGE [] POLYGONUM CUSPIDATUM ROOT EXTRACT [] HUMULUS LUPULUS (HOPS) EXTRACT [] MACROCYSTIS PYRIFERA (KELP) EXTRACT [] TRITICUM VULGARE (WHEAT) GERM EXTRACT [] CURCUMA LONGA (TURMERIC) ROOT EXTRACT [] CITRUS RETICULATA (TANGERINE) PEEL EXTRACT [] PUNICA GRANATUM (POMEGRANATE) JUICE EXTRACT [] ASPARAGOPSIS ARMATA EXTRACT [] YEAST EXTRACT\FAEX\EXTRAIT DE LEVURE [] ASCOPHYLLUM NODOSUM EXTRACT [] HYDROLYZED WHEAT PROTEIN [] ACETYL GLUCOSAMINE [] MYRISTYL LAURATE [] ETHYLHEXYL ISONONANOATE [] PEG-10 DIMETHICONE [] SORBITOL [] PROPYLENE GLYCOL LAURATE [] PHYTOSPHINGOSINE [] CAPRYLYL GLYCOL [] HEXYLENE GLYCOL [] GLYCINE [] SUCROSE [] CYCLODEXTRIN [] CARBOMER [] ACRYLAMIDES COPOLYMER [] SODIUM STEAROYL LACTYLATE [] POLYSORBATE 20 [] SORBITAN LAURATE [] LINOLENIC ACID [] LINOLEIC ACID [] NORDIHYDROGUAIARETIC ACID [] POLYGLYCERYL-10 PENTASTEARATE [] GLYCERYL STEARATE [] PEG-100 STEARATE [] BEHENYL ALCOHOL [] PROPYLENE GLYCOL STEARATE [] SODIUM HYDROXIDE [] MYRISTYL ALCOHOL [] FRAGRANCE (PARFUM) [] ETHYLBISIMINOMETHYLGUAIACOL MANGANESE CHLORIDE [] DISODIUM EDTA [] PHENOXYETHANOL [] IRON OXIDES (CI 77491, CI 77492, CI 77499)",https://www.makeupalley.com/product/showreview.asp/ItemId=1233/Moisturizing-Cream/Cetaphil/Moisturizers
CeraVe,Healing-Ointment,4.5,"Petrolatum, Paraffinum Liquidum / Mineral Oil / Huile Minerale, Paraffin, Ozokerite, Dimethicone, Aqua / Water / Eau, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Sodium Lauroyl Lactylate, Proline, Cholesterol, Phenoxyethanol, Tocopheryl Acetate, Tocopherol, Hydrolyzed Hyaluronic Acid, Panthenol, Pantolactone, Phytosphingosine, Xanthan Gum, Ethylhexylglycerin ",https://www.makeupalley.com/product/showreview.asp/ItemId=184747/Healing-Ointment/CeraVe/Moisturizers
LANEIGE,Water-Bank-Gel-Cream,3.7,"Water, Butylene Glycol, Betaine, Glycerin, Dimethicone, Cyclopentasiloxane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Biosaccharide Gum-1, Polymethylsilsesquioxane, Trisiloxane, Cyclohexasiloxane, Beta-Glucan, Magnesium Sulfate, Manganese Sulfate, Zinc Sulfate, Cocamide Mipa, Salicornia Herbacea Extract, Centaurium Erythraea Extract, Aloe Barbadensis Leaf Extract, C12-16 Alcohols, Glycogen, Glutamic Acid, Glyceryl Oleate, Dimethiconol, Lysine HCl, Mannitol, Menthoxypropanediol, Behenyl Alcohol, Serine, Sodium Polyacrylate, Sucrose, Stearyl Behenate, Citrulline, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Alanine, Arginine, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Inulin Lauryl Carbamate, Calcium Citrate, Threonine, Palmitic Acid, Polygyceryl-3 Methylglucose Distearate, Polysorbate 20, Propanediol, PCA, PEG-15 Pentaerythrityl Tetra (Laureth-6 Carboxylate), PPG-5-Laureth-5, Hydrogenated Lecithin, Hydrogenated Polydecene, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxypropyl Bispalmitamide MEA, Histidine HCl, Triethanolamine, Disodium EDTA, Phenoxyethanol, Fragrance.",https://www.makeupalley.com/product/showreview.asp/ItemId=144426/Water-Bank-Gel-Cream/LANEIGE/Moisturizers
Unlisted-Brand,Augustinus-Bader-The-Cream,3.0,"Aqua (Water), Caprylic/Capric Triglyceride, Pentylene Glycol, Propylene Glycol, Hydrogenated Phosphatidylcholine, Glycerin, Sorbitol, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Butylene Glycol, Xanthan Gum, Panthenol, Sodium Carbomer, Aloe Barbadensis Leaf Juice, Retinyl Palmitate, Hydrolyzed Rice Protein, Squalane, Helianthus Annuus (Sunflower) Seed Oil, Phenoxyethanol, Ascorbyl Palmitate, Lecithin, Alcohol, Carbomer, Ceramide NP, TFC-8, Sodium Benzoate, Glycine Soja (Soybean) Protein, Superoxide Dismutase, Citric Acid, Sodium Hydroxide, Dextran, Palmitoyl Tripeptide-8, Ascorbic Acid, Ethylhexylglycerin, Tocopherol, Potassium Sorbate, Sodium Dextran Sulfate",https://www.makeupalley.com/product/showreview.asp/ItemId=200179/Augustinus-Bader-The-Cream/Unlisted-Brand/Moisturizers
